timestamp_hours,timestamp_minutes,timestamp_seconds,latitude,longitude,pressure[hPa],temperature[degC],humidity[percent],altitude,heading,roll,pitch,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,distance,direction
14,58,11.0,40.14250833333333,139.98822333333334,997.5718995612115,39.73645111048245,42.567260615840986,131.33317133950655,314.6875,92.9375,-1.125,41.0,19.6875,16.25,0.0011111111111111111,0.006666666666666667,-0.0011111111111111111,-9.03,0.31,0.23,66.32504373945694,292.2569791939123
14,58,12.0,40.14250833333333,139.98822333333334,997.6629597297948,39.74148537553847,42.25683139121372,130.56556321267487,314.375,93.0,-1.25,41.0,19.6875,17.1875,-0.26,-0.017777777777777778,0.07222222222222222,-9.6,-0.85,1.19,66.32504373945694,292.2569791939123
14,58,13.0,40.14250833333333,139.98822333333334,997.7488215831645,39.72638258124353,42.31121006283471,129.84182718693452,314.0,93.125,-1.3125,40.5625,19.6875,17.5625,0.16777777777777778,0.11222222222222222,-0.05,-10.39,-0.86,-0.1,66.32504373945694,292.2569791939123
14,58,14.0,40.14250833333333,139.98822333333334,997.8450847588233,39.751553906523625,42.63816408298622,129.03047759578507,313.625,92.9375,-1.5,41.0,18.5625,16.25,-0.06111111111111111,-0.06333333333333334,0.04888888888888889,-9.97,-0.3,-0.71,66.32504373945694,292.2569791939123
14,58,15.0,40.14250833333333,139.98822333333334,997.8727043568913,39.751553906523625,42.594592109099125,128.7976988300909,313.125,93.1875,-1.375,40.1875,19.0,16.6875,-0.006666666666666667,0.16444444444444445,0.051111111111111114,-9.55,0.0,-0.34,66.32504373945694,292.2569791939123
14,58,16.0,40.14250833333333,139.98822333333334,997.6323323032852,39.75658817245276,42.40943617817521,130.8237363005017,308.9375,93.75,-2.3125,41.0,17.75,16.25,-0.051111111111111114,-0.03666666666666667,-0.08333333333333333,-9.78,-0.84,0.64,66.32504373945694,292.2569791939123
14,58,17.0,40.14250833333333,139.98822333333334,997.6129160189262,39.76162243867293,42.28963242090587,130.98740868385678,311.5625,94.625,-2.3125,40.5625,20.5,16.6875,0.04888888888888889,-0.11666666666666667,0.11222222222222222,-10.16,0.26,2.03,66.32504373945694,292.2569791939123
14,58,18.0,40.14250833333333,139.98822333333334,997.3449198708483,39.76665670518414,42.736303149843565,133.24678461017328,315.3125,103.125,0.1875,43.1875,19.5625,8.0,0.034444444444444444,0.025555555555555557,0.10666666666666667,-9.53,1.18,1.4,66.32504373945694,292.2569791939123
14,58,19.0,40.14251333333333,139.98822166666667,997.2896802315435,39.76665670518414,42.25697892882826,133.71255058678014,314.875,93.0625,-0.25,40.0625,20.375,17.1875,-0.008888888888888889,-0.10333333333333333,-0.09777777777777778,-10.4,0.35,1.58,65.98464453187938,291.85632405749345
14,58,20.0,40.14252,139.98821333333333,997.179201216107,39.76665670518414,42.13713734689783,134.64414299463604,319.875,100.0,3.75,44.25,15.75,12.75,0.06222222222222222,0.05333333333333334,0.16333333333333333,-9.23,0.07,1.25,65.0515470966989,291.48217551816293
14,58,21.0,40.14253,139.98820333333333,997.1239618399754,39.76665670518414,42.10990003649986,135.10996942987663,314.8125,101.875,1.75,44.375,15.5,9.75,0.04555555555555556,-0.07777777777777778,-0.08222222222222222,-9.06,0.24,1.6,63.85596438760634,290.8323324977662
14,58,22.0,40.142543333333336,139.988195,997.005284908354,39.76162243867293,41.73397915240452,136.110827151018,314.8125,102.6875,0.9375,44.25,16.1875,8.5,0.0033333333333333335,-0.21555555555555556,-0.021111111111111112,-9.15,0.31,1.39,62.67562504727836,289.7946681080916
